,Households with Snap,Total Households,GEOID,Pct_hh_snap,No Health Under 19,No Health 19to34,No Health 35to64,No Health 65 plus,Total Population,No Health,Pct_noHealthInsurance,Income Inequality (GINI Index),Under 25,Total 25 to 44,45 to 64,Population with Internet Access,Pct_internet,Rent Occupied housing units,rent_combined,pct_rentBurdenend,Population with Access to Transportation,Pct_transportAccess,Population with Access to Devices,Pct_deviceAccess,White Alone Population,Pct_minority,Civilian Force Unemployed,Total Civilian Force,Unemployment Rate,Male 18 to 24,HS Grad Male 18 to 24,Female 18 to 24,HS Grad Female 18 to 24,HS Grad,18to24 Population,Pct_HsGrad,Pct_NonHsGrad,Non Native,Pct_nonNative,Pct_hh_snap_binned,Pct_hh_snap_bin_range,Pct_noHealthInsurance_binned,Pct_noHealthInsurance_bin_range,Income Inequality (GINI Index)_binned,Income Inequality (GINI Index)_bin_range,Pct_internet_binned,Pct_internet_bin_range,pct_rentBurdenend_binned,pct_rentBurdenend_bin_range,Pct_transportAccess_binned,Pct_transportAccess_bin_range,Pct_deviceAccess_binned,Pct_deviceAccess_bin_range,Pct_minority_binned,Pct_minority_bin_range,Unemployment Rate_binned,Unemployment Rate_bin_range,Pct_HsGrad_binned,Pct_HsGrad_bin_range,Pct_NonHsGrad_binned,Pct_NonHsGrad_bin_range,Pct_nonNative_binned,Pct_nonNative_bin_range
158,298,959,10003015502,31.07,65,111,145,39,2449,360,14.7,0.435,77567.0,52703.0,46250.0,770,31.44,258,152,58.91,1036,42.3,315,12.86,594,75.75,85,1160,7.33,167,63,118,25,88,285,30.88,69.12,1119,45.69,3.0,15.79-47.28,3.0,7.69-30.05,2.0,0.41-0.45,0.0,0.0-32.09,3.0,56.92-100.0,1.0,42.22-46.67,3.0,7.3-25.24,3.0,51.87-97.75,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
159,140,738,10003015600,18.97,33,70,131,0,2424,234,9.65,0.363,98229.0,76000.0,56000.0,631,26.03,164,64,39.02,1019,42.04,177,7.3,387,84.03,63,1145,5.5,195,44,24,16,60,219,27.4,72.6,1447,59.69,3.0,15.79-47.28,3.0,7.69-30.05,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,0.0,16.51-42.22,2.0,5.27-7.3,3.0,51.87-97.75,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
160,163,737,10003015802,22.12,42,68,108,0,2432,218,8.96,0.3807,76944.0,56375.0,40938.0,662,27.22,59,25,42.37,1216,50.0,147,6.04,847,65.17,87,1314,6.62,139,73,82,29,102,221,46.15,53.85,590,24.26,3.0,15.79-47.28,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,1.0,32.08-44.84,2.0,46.67-51.37,2.0,5.27-7.3,3.0,51.87-97.75,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
161,123,1232,10003015900,9.98,28,53,141,0,3363,222,6.6,0.3634,105139.0,73167.0,50660.0,1079,32.08,142,69,48.59,1379,41.01,187,5.56,1831,45.55,128,1527,8.38,80,79,98,32,111,178,62.36,37.64,1334,39.67,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,2.0,44.84-56.92,0.0,16.51-42.22,2.0,5.27-7.3,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
162,61,945,10003016000,6.46,12,163,85,14,2813,274,9.74,0.3802,66053.0,60938.0,67337.0,806,28.65,283,160,56.54,1052,37.4,221,7.86,612,78.24,107,1168,9.16,85,15,54,30,45,139,32.37,67.63,1213,43.12,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,2.0,44.84-56.92,0.0,16.51-42.22,3.0,7.3-25.24,3.0,51.87-97.75,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
163,44,1089,10003016100,4.04,0,22,25,0,2105,47,2.23,0.4887,,83897.0,48679.0,1012,48.08,298,203,68.12,1175,55.82,133,6.32,1475,29.93,30,1236,2.43,99,52,47,7,59,146,40.41,59.59,550,26.13,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,3.0,40.2-59.88,3.0,56.92-100.0,3.0,51.37-100.0,2.0,5.27-7.3,1.0,18.46-36.0,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
164,40,1381,10003016200,2.9,23,61,59,0,2664,143,5.37,0.3262,98905.0,107604.0,95400.0,1259,47.26,728,131,17.99,1812,68.02,297,11.15,1807,32.17,14,1816,0.77,45,45,37,0,45,82,54.88,45.12,718,26.95,0.0,0.0-4.29,2.0,4.75-7.69,0.0,0.28-0.37,3.0,40.2-59.88,0.0,0.0-32.08,3.0,51.37-100.0,3.0,7.3-25.24,1.0,18.46-36.0,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
165,323,2774,10003016301,11.64,86,119,307,0,7042,512,7.27,0.3568,98104.0,84024.0,68056.0,2561,36.37,752,331,44.02,3822,54.27,288,4.09,3080,56.26,266,4200,6.33,173,139,228,139,278,401,69.33,30.67,3063,43.5,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
166,135,1677,10003016306,8.05,10,207,67,0,4485,284,6.33,0.3801,113158.0,139667.0,63690.0,1556,34.69,339,109,32.15,2538,56.59,204,4.55,1720,61.65,95,2659,3.57,292,117,212,72,189,504,37.5,62.5,2210,49.28,1.0,4.29-8.52,2.0,4.75-7.69,1.0,0.37-0.41,1.0,32.09-35.78,1.0,32.08-44.84,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
167,45,942,10003016307,4.78,44,17,60,0,2457,121,4.92,0.3058,115885.0,109804.0,68250.0,918,37.36,0,0,,1404,57.14,96,3.91,1013,58.77,103,1526,6.75,134,0,123,24,24,257,9.34,90.66,981,39.93,1.0,4.29-8.52,2.0,4.75-7.69,0.0,0.28-0.37,2.0,35.78-40.2,,,3.0,51.37-100.0,1.0,3.02-5.27,3.0,51.87-97.75,2.0,4.62-7.35,0.0,0.0-21.04,3.0,78.96-100.0,3.0,39.14-94.26
168,115,1598,10003016308,7.2,0,163,35,0,4169,198,4.75,0.5426,35819.0,117061.0,76705.0,1422,34.11,837,496,59.26,2654,63.66,460,11.03,1111,73.35,90,2805,3.21,292,33,270,121,154,562,27.4,72.6,2912,69.85,1.0,4.29-8.52,1.0,2.58-4.75,3.0,0.45-0.59,1.0,32.09-35.78,3.0,56.92-100.0,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
169,127,1593,10003016309,7.97,36,149,61,0,3574,246,6.88,0.3916,86424.0,,38814.0,1404,39.28,688,283,41.13,2221,62.14,287,8.03,1327,62.87,69,2315,2.98,193,142,153,75,217,346,62.72,37.28,1965,54.98,1.0,4.29-8.52,2.0,4.75-7.69,1.0,0.37-0.41,2.0,35.78-40.2,1.0,32.08-44.84,3.0,51.37-100.0,3.0,7.3-25.24,3.0,51.87-97.75,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,3.0,39.14-94.26
170,209,2216,10003016401,9.43,180,51,357,0,6863,588,8.57,0.4005,96902.0,177614.0,82404.0,2168,31.59,139,0,0.0,3405,49.61,150,2.19,3349,51.2,156,3622,4.31,774,280,150,59,339,924,36.69,63.31,3045,44.37,2.0,8.52-15.79,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,0.0,0.0-32.08,2.0,46.67-51.37,0.0,0.0-3.02,2.0,36.0-51.87,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
171,75,1108,10003016404,6.77,0,48,111,0,3109,159,5.11,0.426,75000.0,116071.0,59821.0,1006,32.36,261,129,49.43,1575,50.66,154,4.95,2162,30.46,116,1757,6.6,265,133,141,27,160,406,39.41,60.59,695,22.35,1.0,4.29-8.52,2.0,4.75-7.69,2.0,0.41-0.45,1.0,32.09-35.78,2.0,44.84-56.92,2.0,46.67-51.37,1.0,3.02-5.27,1.0,18.46-36.0,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
172,8,2372,10003016608,0.34,0,0,37,18,7177,55,0.77,0.3771,114837.0,183405.0,95883.0,2284,31.82,113,48,42.48,3029,42.2,177,2.47,4475,37.65,81,3108,2.61,160,55,222,5,60,382,15.71,84.29,2446,34.08,0.0,0.0-4.29,0.0,0.0-2.58,1.0,0.37-0.41,0.0,0.0-32.09,1.0,32.08-44.84,0.0,16.51-42.22,0.0,0.0-3.02,2.0,36.0-51.87,1.0,2.6-4.62,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
173,42,1558,10003016609,2.7,125,20,211,0,4777,356,7.45,0.3384,186250.0,184910.0,122992.0,1502,31.44,24,9,37.5,2470,51.71,70,1.47,3975,16.79,100,2570,3.89,105,24,154,2,26,259,10.04,89.96,623,13.04,0.0,0.0-4.29,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,3.0,51.37-100.0,0.0,0.0-3.02,0.0,1.59-18.46,1.0,2.6-4.62,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
174,214,3145,10003016610,6.8,21,373,157,0,6890,551,8.0,0.3587,90439.0,94450.0,47120.0,3002,43.57,1236,397,32.12,2712,39.36,405,5.88,3429,50.23,302,3169,9.53,397,37,39,0,37,436,8.49,91.51,2638,38.29,1.0,4.29-8.52,3.0,7.69-30.05,0.0,0.28-0.37,3.0,40.2-59.88,1.0,32.08-44.84,0.0,16.51-42.22,2.0,5.27-7.3,2.0,36.0-51.87,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
175,94,2796,10003016611,3.36,0,82,105,0,8349,187,2.24,0.375,158929.0,135804.0,,2571,30.79,215,129,60.0,4049,48.5,61,0.73,4807,42.42,327,4363,7.49,161,142,147,42,184,308,59.74,40.26,3268,39.14,0.0,0.0-4.29,0.0,0.0-2.58,1.0,0.37-0.41,0.0,0.0-32.09,3.0,56.92-100.0,2.0,46.67-51.37,0.0,0.0-3.02,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
176,55,2515,10003016612,2.19,40,36,29,0,6655,105,1.58,0.4669,186496.0,182705.0,130782.0,2515,37.79,64,47,73.44,3534,53.1,114,1.71,4351,34.62,104,3653,2.85,145,77,266,146,223,411,54.26,45.74,1810,27.2,0.0,0.0-4.29,0.0,0.0-2.58,3.0,0.45-0.59,2.0,35.78-40.2,3.0,56.92-100.0,3.0,51.37-100.0,0.0,0.0-3.02,1.0,18.46-36.0,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
177,374,1841,10003016613,20.32,0,0,0,0,5682,0,0.0,0.3336,119399.0,92683.0,88929.0,1723,30.32,663,158,23.83,2497,43.95,41,0.72,2309,59.36,151,2665,5.67,243,0,253,253,253,496,51.01,48.99,2709,47.68,3.0,15.79-47.28,0.0,0.0-2.58,0.0,0.28-0.37,0.0,0.0-32.09,0.0,0.0-32.08,1.0,42.22-46.67,0.0,0.0-3.02,3.0,51.87-97.75,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
178,267,2176,10003016614,12.27,14,0,20,0,6953,34,0.49,0.2886,128765.0,148317.0,85000.0,2147,30.88,341,89,26.1,3936,56.61,132,1.9,4930,29.1,208,4146,5.02,189,88,360,44,132,549,24.04,75.96,1751,25.18,2.0,8.52-15.79,0.0,0.0-2.58,0.0,0.28-0.37,0.0,0.0-32.09,0.0,0.0-32.08,3.0,51.37-100.0,0.0,0.0-3.02,1.0,18.46-36.0,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
179,7,588,10003016805,1.19,0,74,65,0,1757,139,7.91,0.3581,171875.0,124107.0,72639.0,502,28.57,99,55,55.56,928,52.82,87,4.95,1678,4.5,20,948,2.11,86,86,80,60,146,166,87.95,12.05,22,1.25,0.0,0.0-4.29,3.0,7.69-30.05,0.0,0.28-0.37,0.0,0.0-32.09,2.0,44.84-56.92,3.0,51.37-100.0,1.0,3.02-5.27,0.0,1.59-18.46,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,0.0,0.78-11.33
180,77,1665,10003016806,4.62,125,147,19,38,5508,329,5.97,0.3552,119830.0,153462.0,92438.0,1612,29.27,98,18,18.37,2697,48.97,191,3.47,2380,56.79,189,2875,6.57,232,79,39,6,85,271,31.37,68.63,2588,46.99,1.0,4.29-8.52,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,0.0,0.0-32.08,2.0,46.67-51.37,1.0,3.02-5.27,3.0,51.87-97.75,2.0,4.62-7.35,1.0,21.04-35.8,2.0,64.2-78.96,3.0,39.14-94.26
181,0,480,10003016807,0.0,0,30,0,0,1615,30,1.86,0.3551,229688.0,171875.0,,480,29.72,22,22,100.0,937,58.02,22,1.36,1333,17.46,50,987,5.07,20,20,85,50,70,105,66.67,33.33,236,14.61,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,0.0,0.0-32.09,3.0,56.92-100.0,3.0,51.37-100.0,0.0,0.0-3.02,0.0,1.59-18.46,2.0,4.62-7.35,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
182,61,2218,10003016808,2.75,11,62,100,2,7031,175,2.49,0.344,151726.0,130909.0,90284.0,2081,29.6,112,73,65.18,3515,49.99,91,1.29,4373,37.8,66,3621,1.82,127,15,169,2,17,296,5.74,94.26,1993,28.35,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,0.0,0.0-32.09,3.0,56.92-100.0,2.0,46.67-51.37,0.0,0.0-3.02,2.0,36.0-51.87,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,2.0,24.5-39.14
183,18,743,10003016901,2.42,6,10,18,0,2278,34,1.49,0.3694,119643.0,112500.0,40268.0,611,26.82,40,11,27.5,1000,43.9,120,5.27,2199,3.47,89,1117,7.97,121,25,144,28,53,265,20.0,80.0,60,2.63,0.0,0.0-4.29,0.0,0.0-2.58,0.0,0.28-0.37,0.0,0.0-32.09,0.0,0.0-32.08,1.0,42.22-46.67,1.0,3.02-5.27,0.0,1.59-18.46,3.0,7.35-25.68,0.0,0.0-21.04,3.0,78.96-100.0,0.0,0.78-11.33
184,33,518,10003016904,6.37,9,10,24,0,3512,43,1.22,0.3481,95313.0,92583.0,69821.0,408,11.62,90,16,17.78,580,16.51,87,2.48,1956,44.31,97,685,14.16,171,83,32,7,90,203,44.33,55.67,1324,37.7,1.0,4.29-8.52,0.0,0.0-2.58,0.0,0.28-0.37,0.0,0.0-32.09,0.0,0.0-32.08,0.0,16.51-42.22,0.0,0.0-3.02,2.0,36.0-51.87,3.0,7.35-25.68,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
185,0,0,10003980100,,0,0,0,0,0,0,,,,,,0,,0,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,0,10003990100,,0,0,0,0,0,0,,,,,,0,,0,0,,0,,0,,0,,0,0,,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
187,163,1490,10005050101,10.94,36,109,81,0,4076,226,5.54,0.3634,92893.0,94048.0,49750.0,1263,30.99,235,24,10.21,1973,48.41,167,4.1,3357,17.64,52,2038,2.55,237,70,164,39,109,401,27.18,72.82,450,11.04,2.0,8.52-15.79,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,0.0,0.0-32.08,2.0,46.67-51.37,1.0,3.02-5.27,0.0,1.59-18.46,0.0,0.0-2.6,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
188,151,2268,10005050103,6.66,19,11,100,0,5610,130,2.32,0.4094,114018.0,94158.0,71635.0,2161,38.52,298,64,21.48,2341,41.73,162,2.89,4738,15.54,63,2492,2.53,128,17,91,0,17,219,7.76,92.24,697,12.42,1.0,4.29-8.52,0.0,0.0-2.58,2.0,0.41-0.45,2.0,35.78-40.2,0.0,0.0-32.08,0.0,16.51-42.22,0.0,0.0-3.02,0.0,1.59-18.46,0.0,0.0-2.6,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
189,296,1874,10005050104,15.8,132,260,176,0,5014,568,11.33,0.445,56908.0,74556.0,46056.0,1589,31.69,753,441,58.57,2334,46.55,258,5.15,2719,45.77,141,2490,5.66,123,28,157,77,105,280,37.5,62.5,1356,27.04,3.0,15.79-47.28,3.0,7.69-30.05,2.0,0.41-0.45,0.0,0.0-32.09,3.0,56.92-100.0,1.0,42.22-46.67,1.0,3.02-5.27,2.0,36.0-51.87,2.0,4.62-7.35,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
190,276,2042,10005050105,13.52,0,334,155,0,5956,489,8.21,0.3784,83143.0,58245.0,63207.0,1723,28.93,293,101,34.47,2800,47.01,408,6.85,3370,43.42,82,3045,2.69,250,81,390,134,215,640,33.59,66.41,1956,32.84,2.0,8.52-15.79,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,1.0,32.08-44.84,2.0,46.67-51.37,2.0,5.27-7.3,2.0,36.0-51.87,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
191,264,1438,10005050200,18.36,15,173,269,0,4051,457,11.28,0.3469,64556.0,68750.0,51250.0,1233,30.44,327,136,41.59,1826,45.08,180,4.44,2245,44.58,87,1947,4.47,143,79,55,40,119,198,60.1,39.9,992,24.49,3.0,15.79-47.28,3.0,7.69-30.05,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,1.0,42.22-46.67,1.0,3.02-5.27,2.0,36.0-51.87,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
192,273,2014,10005050302,13.56,46,391,341,0,5470,778,14.22,0.4034,76333.0,58988.0,50156.0,1522,27.82,256,82,32.03,2448,44.75,491,8.98,3406,37.73,122,2685,4.54,262,172,218,98,270,480,56.25,43.75,1266,23.14,2.0,8.52-15.79,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,0.0,0.0-32.08,1.0,42.22-46.67,3.0,7.3-25.24,2.0,36.0-51.87,1.0,2.6-4.62,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
193,193,1392,10005050303,13.86,30,80,308,0,3099,418,13.49,0.4292,53545.0,84254.0,48603.0,1068,34.46,633,314,49.61,1689,54.5,459,14.81,2317,25.23,79,1778,4.44,130,71,150,53,124,280,44.29,55.71,469,15.13,2.0,8.52-15.79,3.0,7.69-30.05,2.0,0.41-0.45,1.0,32.09-35.78,2.0,44.84-56.92,3.0,51.37-100.0,3.0,7.3-25.24,1.0,18.46-36.0,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
194,410,1816,10005050304,22.58,10,132,222,0,4513,364,8.07,0.443,53650.0,57270.0,62350.0,1582,35.05,483,163,33.75,1619,35.87,363,8.04,2725,39.62,66,1734,3.81,127,23,80,22,45,207,21.74,78.26,1272,28.19,3.0,15.79-47.28,3.0,7.69-30.05,2.0,0.41-0.45,1.0,32.09-35.78,1.0,32.08-44.84,0.0,16.51-42.22,3.0,7.3-25.24,2.0,36.0-51.87,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,2.0,24.5-39.14
195,243,1431,10005050401,16.98,0,33,257,0,3656,290,7.93,0.4452,93750.0,63750.0,75278.0,1349,36.9,359,198,55.15,1745,47.73,335,9.16,2956,19.15,161,1916,8.4,186,64,111,29,93,297,31.31,68.69,407,11.13,3.0,15.79-47.28,3.0,7.69-30.05,2.0,0.41-0.45,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,3.0,7.3-25.24,1.0,18.46-36.0,3.0,7.35-25.68,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
196,140,1228,10005050403,11.4,16,79,78,3,3275,176,5.37,0.3808,67000.0,76518.0,49375.0,1084,33.1,151,36,23.84,1587,48.46,181,5.53,2049,37.44,73,1685,4.33,98,25,168,42,67,266,25.19,74.81,796,24.31,2.0,8.52-15.79,2.0,4.75-7.69,1.0,0.37-0.41,1.0,32.09-35.78,0.0,0.0-32.08,2.0,46.67-51.37,2.0,5.27-7.3,2.0,36.0-51.87,1.0,2.6-4.62,1.0,21.04-35.8,2.0,64.2-78.96,1.0,11.33-24.5
197,161,2147,10005050405,7.5,25,158,304,0,4917,487,9.9,0.3768,68819.0,69083.0,60746.0,1868,37.99,493,263,53.35,2334,47.47,400,8.14,3290,33.09,354,2729,12.97,214,39,275,221,260,489,53.17,46.83,1168,23.75,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,2.0,35.78-40.2,2.0,44.84-56.92,2.0,46.67-51.37,3.0,7.3-25.24,1.0,18.46-36.0,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
198,600,1932,10005050406,31.06,16,110,152,0,4987,278,5.57,0.4571,92031.0,47875.0,39938.0,1608,32.24,1049,572,54.53,2064,41.39,309,6.2,2219,55.5,81,2194,3.69,186,57,200,117,174,386,45.08,54.92,2141,42.93,3.0,15.79-47.28,2.0,4.75-7.69,3.0,0.45-0.59,1.0,32.09-35.78,2.0,44.84-56.92,0.0,16.51-42.22,2.0,5.27-7.3,3.0,51.87-97.75,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,3.0,39.14-94.26
199,298,2049,10005050407,14.54,0,238,112,0,5916,350,5.92,0.4899,32617.0,108354.0,51944.0,1842,31.14,416,266,63.94,2487,42.04,332,5.61,3022,48.92,366,2964,12.35,383,228,392,301,529,775,68.26,31.74,1685,28.48,2.0,8.52-15.79,2.0,4.75-7.69,3.0,0.45-0.59,0.0,0.0-32.09,3.0,56.92-100.0,0.0,16.51-42.22,2.0,5.27-7.3,2.0,36.0-51.87,3.0,7.35-25.68,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
200,251,1590,10005050408,15.79,25,29,276,0,4388,330,7.52,0.4164,,95600.0,41875.0,1376,31.36,272,115,42.28,1884,42.94,310,7.06,2343,46.6,59,2032,2.9,229,123,116,37,160,345,46.38,53.62,1131,25.77,2.0,8.52-15.79,2.0,4.75-7.69,2.0,0.41-0.45,0.0,0.0-32.09,1.0,32.08-44.84,1.0,42.22-46.67,2.0,5.27-7.3,2.0,36.0-51.87,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
201,269,1520,10005050501,17.7,20,61,144,0,4447,225,5.06,0.3465,91346.0,88598.0,57833.0,1223,27.5,438,186,42.47,2056,46.23,189,4.25,3099,30.31,49,2119,2.31,252,123,224,34,157,476,32.98,67.02,498,11.2,3.0,15.79-47.28,2.0,4.75-7.69,0.0,0.28-0.37,0.0,0.0-32.09,1.0,32.08-44.84,1.0,42.22-46.67,1.0,3.02-5.27,1.0,18.46-36.0,0.0,0.0-2.6,1.0,21.04-35.8,2.0,64.2-78.96,0.0,0.78-11.33
202,541,1813,10005050503,29.84,422,748,636,28,6104,1834,30.05,0.4026,46780.0,39298.0,29327.0,1221,20.0,1096,833,76.0,2528,41.42,613,10.04,1129,81.5,33,2564,1.29,414,187,236,51,238,650,36.62,63.38,1697,27.8,3.0,15.79-47.28,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,3.0,56.92-100.0,0.0,16.51-42.22,3.0,7.3-25.24,3.0,51.87-97.75,0.0,0.0-2.6,2.0,35.8-52.22,1.0,47.78-64.2,2.0,24.5-39.14
203,12,580,10005050505,2.07,55,65,79,9,2608,208,7.98,0.3885,94167.0,76488.0,59063.0,515,19.75,65,0,0.0,729,27.95,37,1.42,1455,44.21,0,745,0.0,256,150,63,20,170,319,53.29,46.71,723,27.72,0.0,0.0-4.29,3.0,7.69-30.05,1.0,0.37-0.41,0.0,0.0-32.09,0.0,0.0-32.08,0.0,16.51-42.22,0.0,0.0-3.02,2.0,36.0-51.87,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,2.0,24.5-39.14
204,74,1259,10005050506,5.88,94,79,276,0,3331,449,13.48,0.3996,83355.0,69773.0,58056.0,1156,34.7,232,102,43.97,1545,46.38,159,4.77,2150,35.45,65,1610,4.04,113,47,152,65,112,265,42.26,57.74,431,12.94,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,1.0,32.09-35.78,1.0,32.08-44.84,1.0,42.22-46.67,1.0,3.02-5.27,1.0,18.46-36.0,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
205,194,2032,10005050601,9.55,57,311,98,0,5359,466,8.7,0.425,100152.0,105134.0,53600.0,1627,30.36,192,51,26.56,2608,48.67,239,4.46,3845,28.25,106,2783,3.81,347,157,173,44,201,520,38.65,61.35,678,12.65,2.0,8.52-15.79,3.0,7.69-30.05,2.0,0.41-0.45,0.0,0.0-32.09,0.0,0.0-32.08,2.0,46.67-51.37,1.0,3.02-5.27,1.0,18.46-36.0,1.0,2.6-4.62,2.0,35.8-52.22,1.0,47.78-64.2,1.0,11.33-24.5
206,58,1242,10005050603,4.67,0,36,62,0,3124,98,3.14,0.343,68286.0,100536.0,63750.0,1085,34.73,387,229,59.17,1397,44.72,39,1.25,2048,34.44,21,1412,1.49,100,74,107,70,144,207,69.57,30.43,718,22.98,1.0,4.29-8.52,1.0,2.58-4.75,0.0,0.28-0.37,1.0,32.09-35.78,3.0,56.92-100.0,1.0,42.22-46.67,0.0,0.0-3.02,1.0,18.46-36.0,0.0,0.0-2.6,3.0,52.22-100.0,0.0,0.0-47.78,1.0,11.33-24.5
207,144,1937,10005050604,7.43,0,1,384,0,4657,385,8.27,0.3898,58446.0,78333.0,61481.0,1666,35.77,654,242,37.0,2359,50.65,271,5.82,2999,35.6,114,2481,4.59,38,0,187,12,12,225,5.33,94.67,1069,22.95,1.0,4.29-8.52,3.0,7.69-30.05,1.0,0.37-0.41,1.0,32.09-35.78,1.0,32.08-44.84,2.0,46.67-51.37,2.0,5.27-7.3,1.0,18.46-36.0,1.0,2.6-4.62,0.0,0.0-21.04,3.0,78.96-100.0,1.0,11.33-24.5
208,180,1858,10005050701,9.69,99,84,230,0,4549,413,9.08,0.4677,110417.0,72829.0,65833.0,1605,35.28,354,210,59.32,1837,40.38,360,7.91,3243,28.71,111,1996,5.56,145,62,164,3,65,309,21.04,78.96,807,17.74,2.0,8.52-15.79,3.0,7.69-30.05,3.0,0.45-0.59,1.0,32.09-35.78,3.0,56.92-100.0,0.0,16.51-42.22,3.0,7.3-25.24,1.0,18.46-36.0,2.0,4.62-7.35,0.0,0.0-21.04,2.0,64.2-78.96,1.0,11.33-24.5
